Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/2025/10/20/imagem-de-300kb/,337,0,70,71.78872725216124,42.3906439991697,493.1458400005795,29945.0,3.2137553523806552,0.0,70,74,76,77,83,88,94,100,490,490,490
,Aggregated,337,0,70,71.78872725216124,42.3906439991697,493.1458400005795,29945.0,3.2137553523806552,0.0,70,74,76,77,83,88,94,100,490,490,490
