Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/2025/10/20/texto-de-400kb/,400,0,56,55.99085332238246,28.09156900184462,112.07531300169649,447311.0,9.901056219063285,0.0,57,62,65,66,67,72,79,93,110,110,110
,Aggregated,400,0,56,55.99085332238246,28.09156900184462,112.07531300169649,447311.0,9.901056219063285,0.0,57,62,65,66,67,72,79,93,110,110,110
