Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/wp-content/uploads/2025/10/foto-um-mega.jpg,800,0,10,9.840280561244867,3.6553050003931276,44.6843039999294,1046550.0,9.884652882644527,0.0,10,11,11,11,12,14,17,20,45,45,45
,Aggregated,800,0,10,9.840280561244867,3.6553050003931276,44.6843039999294,1046550.0,9.884652882644527,0.0,10,11,11,11,12,14,17,20,45,45,45
