Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/2025/10/20/texto-de-400kb/,100,0,59,58.07103482991806,29.355356004089117,84.02711699454812,447311.0,9.908571819512831,0.0,59,62,64,65,66,72,77,84,84,84,84
,Aggregated,100,0,59,58.07103482991806,29.355356004089117,84.02711699454812,447311.0,9.908571819512831,0.0,59,62,64,65,66,72,77,84,84,84,84
