Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/2025/10/20/imagem-de-1mb/,100,0,49,53.53783781021775,22.610949003137648,322.9636070027482,30316.0,9.92663296778802,0.0,49,51,53,53,58,66,270,320,320,320,320
,Aggregated,100,0,49,53.53783781021775,22.610949003137648,322.9636070027482,30316.0,9.92663296778802,0.0,49,51,53,53,58,66,270,320,320,320,320
