Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/2025/10/20/texto-de-400kb/,800,0,58,55.48152016509448,27.37338100268971,115.1467860036064,447311.0,9.897566111160508,0.0,58,62,64,65,67,69,79,89,120,120,120
,Aggregated,800,0,58,55.48152016509448,27.37338100268971,115.1467860036064,447311.0,9.897566111160508,0.0,58,62,64,65,67,69,79,89,120,120,120
