Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/2025/10/20/imagem-de-1mb/,400,0,45,43.99744370004555,22.594333000597544,101.70902700338047,30316.0,9.89662679614798,0.0,45,49,50,51,53,58,65,70,100,100,100
,Aggregated,400,0,45,43.99744370004555,22.594333000597544,101.70902700338047,30316.0,9.89662679614798,0.0,45,49,50,51,53,58,65,70,100,100,100
